accuracy,precision,recall,fMeasure,truePositiveRate,falsePositiveRate,weightedRecall,weightedPrecision,weightedFMeasure,weightedFalsePositiveRate
0.6695916301046237,0.9223248234655079,0.7025237898220935,0.7975575387505872,0.7025237898220935,0.2619047619047619,0.6695916301046237,0.7994442110022629,0.7138656423722948,0.24269983767551842
